,textID,text,sentiment,tuned_sentiment
315,b56c29ed7d,Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,negative,negative
316,a5abb95859,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,positive,positive
317,a9e176a76e, hey I didn`t get the email yet,neutral,neutral
318,fbd7404138,lmao...ummmm nothing...,neutral,neutral
319,092c10bd84,"Wow, the new Google icons suck   http://bit.ly/z7JIE",neutral,negative
320,4d3c23d2e9, ok ermm I`ll meet you in the gym at half four then,neutral,neutral
321,dfe5909132, imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny,neutral,neutral
322,225e7973da, follow me??,neutral,neutral
323,86ae985c48,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,neutral,positive
324,c258bebc27,Going to get a pedicure and the to CPK for lunch,neutral,neutral
325,99e466c1e2, 'If there`s a camel up a hill' and 'I`ll give you plankton' ....HILARIOUS!!,positive,positive
326,8d36ad290b, The Case of the Gigolo`s Picolo?,neutral,neutral
327,20967289f5,in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,positive,positive
328,18219a326d, Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*,neutral,neutral
329,e78f6d920b,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh,neutral,neutral
330,b1195a418c,This weekend has been probably the best and there is still another day to go!!,positive,positive
331,0d401237c2,I put a real pic of myself up. I`m going to miss the avatar.,negative,negative
332,a8bf8239bd," if I skipped, that could get messy   ROFL",neutral,negative
333,842e9e031b,Britain`s got Torture - Edelcries...,negative,negative
334,16ac3c903c, Perth Australia,neutral,neutral
335,419f3e9ef8," I know, but work is so boring. I prefer the  take on life",negative,neutral
336,8b5e410207, me too. ****.,negative,negative
337,a8a1e94417,when da heck will the garage man get here I ask you.. WHEN..,negative,neutral
338,95dfefd4e7,Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,positive,neutral
339,cf64d19714, Hi x Your websites soo cool i love using it  Thank you,positive,positive
340,8800a2d912, hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,positive,positive
341,f948e704f4,mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast,positive,positive
342,1f7717fc7a,thanks do the invite though,positive,positive
343,79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,positive,positive
344,f637b48a5c,Back home after a funeral for my wife`s grandfather today.  Now its time for homework,neutral,neutral
345,7796395821, yeah freakin sucks!!,negative,negative
346,f81d71d2c2,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,neutral,positive
347,0db9bf3e1f, EpiCentre Wheelock Place - tourists only..,neutral,neutral
348,fb1c0ecec0,and we`re in,neutral,neutral
349,19cc63aca3,whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML,negative,negative
350,df320b92cd,Off to a wedding!,neutral,neutral
351,383aa5ec8b,Night all!! i`m trying to get to bed early for once...well as early as 1:40 can be for a normal person...,neutral,neutral
352,13fccb0fb5,I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,negative,negative
353,c8cfe01c4f,"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",negative,negative
354,d7765a3fd6,Lol..2 people in falcon..and boo one of them being becca,neutral,neutral
355,2e8bd923d0, that made me cry  poor hollie ****,negative,negative
356,94e0366b6d, http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,positive,neutral
357,6328fd1b81,"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",positive,positive
358,83d9d8ffbe,Leme put this bottle of ciroc in ya..Baby i can make you popular!!,positive,positive
359,38c94c08b8,I`m back from my first 5K running race   And still alive!,positive,positive
360,a1f42c0c89, that`s odd as it`s on my lap  maybe that`s your cat O: s:,negative,neutral
361,85eb03d6b8,"  Cant Thank YOu Enough, WHo is NITIN BETWEEN?",positive,positive
362,5b5be601c2,"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",negative,negative
363,10c841e57b,anyone got an FFE account? if so.. add me,neutral,neutral
364,b1cec36547,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",positive,positive
365,75ca238abe,So sad I`m going to miss seeing Pennywise again this year,negative,negative
366,c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,positive
367,671f6900a9,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,neutral,neutral
368,0fb19285b2,HEY GUYS IT`S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,positive,positive
369,82c72d7fd0, took my forum access away   fail.,negative,negative
370,fc7842b0b4, I`ve given up on pizza - kids would never let me have my fav  (the hot ones),negative,negative
371,5524acce17,did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,positive,positive
372,e8a7f5e1a3," I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",negative,neutral
373,7d87899024,"Dear rain, you suck. Now I gotta change my plans for tonight",negative,negative
374,47caebc343,headed to the beach with puppy maverick hugs and much aloha,positive,positive
375,71c6b00c21,ayy fml. nothing is perfect,negative,neutral
376,34ea29707a,there`s something about this area that makes my tonsils swell up everyday. i don`t get it..  i feel slightly miserable. #FF done 4 now!!,negative,negative
377,1b64ea8f30,It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,neutral,negative
378,00276ae6b1,Emoticons by Christian. '  ' http://twitpic.com/66riq,neutral,neutral
379,1c464c8953,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,neutral,negative
380,16466d0ff2, Whooo Baby! Good luck,positive,positive
381,a2c8b8dad7,won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,negative,negative
382,ae5b8cf7aa,ROFL - me too.,neutral,neutral
383,628bab2c42,I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,negative,negative
384,58aa2e3401,_jtv WHAT! I was only gone for 30 minutes and you`re already showing boobage without me?,negative,negative
385,0e4bcb3a52,Happy Mother`s day VALK!!,positive,positive
386,9a1eaacda3,"You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you",neutral,positive
387,4bd68426ce," That sounds good, too!",positive,positive
388,695f322a0a,I hate when you cant sleep,negative,negative
389,d36296a726, MAKE ME ONE! I`m still craving shrimp,neutral,neutral
390,9dec21d822,"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",neutral,neutral
391,c336250f8f,"i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me",neutral,neutral
392,02073f1c62,I wanna crawl under my desk and take a nap  nvrmind its dirty =/,negative,negative
393,0edb544179,"having the flu, not the swinish-one, but the flu.",neutral,neutral
394,6e693017f6,is excited!  http://plurk.com/p/stk04,positive,positive
395,f02bdad05e,not sure where the real state market is moving  confused either hold or go ahead with the plans?,neutral,neutral
396,cc0ad12b7c, my  tix are in limbo....as usual  #UPSsucks,negative,negative
397,00c8cfed18,I dont wanna im to spanish today,negative,neutral
398,9d187014d5,Good morning... Iï¿½m soooo tierd,neutral,positive
399,cd00966e36,Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,negative,negative
400,b8d1e767b2,_ When they don`t pop well. I feel lousier after playing those.,negative,positive
401,4c973ec65f,random night of fun  now im chillin at home.. happy mothers day!,positive,positive
402,363460c8f4,Just got to the gym but w/no energy,neutral,negative
403,4e7fb463e0,"Thx, Robban  http://www.sk-gaming.com/match/17905",positive,positive
404,34533b5903,FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,neutral,neutral
405,cbd87d2326, http://twitpic.com/5ut6j - Poor Thing,negative,negative
406,49e25011f6,_HK very funny,positive,positive
407,a29a6f5c41,"I forgot, Happy Mom`s day.",positive,positive
408,bcb9426abb,I wish I could go to #BEA this weekend.,positive,positive
409,9f345b18c5," Totally agree, she wasn`t even as good as the judges said wither! Just said it to make her feel better",neutral,neutral
410,9e5e8ab6a4,I miss matt today,negative,negative
411,a9b6058320, that`s great! i was never so good at the jump roping...,neutral,positive
412,7e82aab535," actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",neutral,neutral
413,c31d79c440,I just cried whilst watching hollyoaks  .. i need a life! lol,negative,negative
414,9d6fc9c77a," no he sabido nada de ti, this is making me a bit sad I must say!",negative,negative
415,7e5457bddf,WORKK! yay,positive,positive
416,513358abe6, I`ve been sat sunbathing in the bombed out church all day and left and missed you,negative,negative
417,2280788f99,crash in Qmbol,negative,negative
418,dad3160e52,long day and i still have to mow the lawn,negative,neutral
419,e9dd5ad752," thanks amy, its full of hotness",positive,positive
420,1dc7f3d536, What are those barrels made of? Hey pass that barrel,neutral,neutral
421,87473f5175,crying real tears,negative,negative
422,5a8f396cb2,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,positive,neutral
423,e8ddfa3959,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,positive,positive
424,cc930f7aa8, eagerly anticipating twitpics,neutral,positive
425,7db93d25c6,"_fan76 ROFL!  THAT`S my problem, only two hands",negative,negative
426,44da94a9b7,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people,neutral,neutral
427,88a4261005,still making icons,neutral,neutral
428,f3afc03b4c,  I`m trying to get myself moving this morning!,neutral,neutral
429,e42d0e6e9d," meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",negative,neutral
430,ab925cac3e,Sad that Christian Lacroix had to file bankruptcy,negative,negative
431,8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,neutral,neutral
432,1219ed4a21,LOVE ME LOVE ME SAY THAT YOU LOVE ME...,positive,positive
433,6475c6d26d,_andersen thank you Eric!  glad u appreciate that!,positive,positive
434,11634e3bf7, We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,neutral,neutral
435,756d255e40,is at home with a pukey boy! Poor little baby,negative,negative
436,172b9d5155,Sticks and stones may break my bones...but words will hurt forever.,negative,negative
437,096ed753e9,after 9 weeks it has finally rained - not quite enough yet but more seems to be coming  the garden is very happy about it.,positive,positive
438,f97b498af4," you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",positive,positive
439,0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",neutral,neutral
440,1bed6bec2a,Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,neutral,neutral
441,b2dc59805a,out to play,neutral,neutral
442,946573f031, what sun?,neutral,neutral
443,ba6d7433fe,****`m transtelecom,neutral,neutral
444,17bddf4bf3,I`m doing an advert 4 the Make-A-Wish foundation & I can`t find photos of kids looking close to death... that`s a good thing for the kids,neutral,negative
445,dcba201932, miss u too. I`m still at a club...u know...west coast ****!,negative,negative
446,2d8d4624f2, Im pleased hun,positive,positive
447,15fb68bf9f,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,negative,negative
448,bab53b4152," I tried sooooo hard to work from home today, but failed  Not my fault though.",negative,negative
449,75b30e5358,One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,neutral,neutral
450,49a1fc4061, welcome to twitter my friend,positive,positive
451,69c36e5f81,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",neutral,neutral
452,1d06a9cc02,"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",neutral,neutral
453,07b995a175,storming outside,neutral,neutral
454,507a584ae5,"just signed up..so, hello twitter world, here I am",neutral,neutral
455,fa625455c7,Everyone is working tonight! I`m bored,negative,negative
456,3285374ab0,im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,negative,neutral
457,ca2d9efd4c,_other Excellent analogy,positive,positive
458,bf580a287e,All ready for work... except my arm,negative,neutral
459,16ee71e6df, Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,negative,neutral
460,e6b24b7014, your`e a freak,neutral,negative
461,3da6270b02, I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,neutral,negative
462,54717dab38," hahah, you own lab.hr  I own lab.ba, seems that we think in similar ways",positive,positive
463,acdd6596e6,Im hungry and its cold,neutral,negative
464,51313cb3fd,is listening & watching both my boys on Guitar Heroes,neutral,neutral
465,1c66900f85,Yesterday and today was my weekend....back to work 2moro!,neutral,neutral
466,b70639aec0,Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,negative,negative
467,cbee1946d3,"just got home from a nice party, just not tired yet",positive,positive
468,ab52225ed8,i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,negative,negative
469,5055018a65," when u go, LMK. Let`s go together",positive,neutral
470,1981e74a66, Hahahahahahahaha hope so.. I hope you`ll like it,positive,positive
471,8d8c915ea5,_eat_out,neutral,neutral
472,bf4b4c0f0b,so I slept in a little...well a lot. whooops,neutral,neutral
473,97cd2255be,Hi ho  hi ho it`s off to work we go,neutral,positive
474,7b88197891,my msn crashes way too much  hmph,negative,negative
475,e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",positive,positive
476,61fde0e7e6,"I hear it`s a scorcher back home - all we`ve got here are clouds  Back in the studio, maybe if we`re lucky we might get 2 songs done 2day!",neutral,neutral
477,929b5c888c,my hair won`t turn whiiite,neutral,negative
478,8a768f4305," un cross them please..I was planning on buying a lambo this summer, next stop,, pitsvillle baby...=people carrier",neutral,neutral
479,6788d6c565,Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),positive,positive
480,df9709f719,dammit.  I need new cupcake tins,negative,negative
481,aa51082711, yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,negative,positive
482,88040d7737, thanks to follow. have a nice rest,positive,positive
483,55441697a6,is SOOOOO hungry right now! Should`ve eaten before this wedding.,negative,negative
484,820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",neutral,negative
485,416e6352b9, are you in need of another kiss attack??,neutral,neutral
486,d72edc0bb2,No TV and no internet make Catherine something something?,neutral,neutral
487,fb6110efb9,Raaaaaaaaaaagh early morning  and its not even early!! Must leave for work in 6 minutes...,neutral,neutral
488,f2a92aa5ff,I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,positive,positive
489,bb16d5ae08, curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,neutral,negative
490,47617218fe, Hooray!,positive,positive
491,9b0db4e33e, i tried. and failed,negative,negative
492,990c3cf35f,too sick for rigging tomorrow.,negative,negative
493,38148a3e98," Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",neutral,neutral
494,3d1184dabd,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,positive,positive
495,138fa4e0f4, I just got two tickets one for speeding and one for tinted windows,neutral,negative
496,e5f0e6ef4b,"its at 3 am, im very tired but i can`t sleep  but i try it",negative,neutral
497,12005b65fc,Waiting for my turn on wii fit gym closed,neutral,neutral
498,fe588dce16, then am anticipating the next ten days!,neutral,neutral
499,bc7b967aea,Now I`m depressed again..ugh!!! HELP!!!,negative,negative
500,346ce6428b,"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",negative,negative
501,d948eb5d1e," Oooommmmggg, you probs will, too busy to slay properly for a while  Hopefully I`ll stay ahead doing 1 task a week!",neutral,neutral
502,4bb00e884a,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,negative,negative
503,5bfc1c74e0," I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",negative,negative
504,c26aabf505, how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,neutral,neutral
505,aa4724b924,": no, I fell and effed my arm up today and now I have to do back drive.",negative,negative
506,02883c7ab1, yes! the pool opened this weekend,neutral,positive
507,96b3a98962," Don`t worry, the bizarre will find you",positive,neutral
508,b5da09a0f6,My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,negative,negative
509,93a199b78f,"oh kasa, please lose the hair do",negative,negative
510,1aa65233b0,Enjoying the cool breeze at the beach. It helps me relax and unwind.,positive,positive
511,fcb934b1ea,"No phone call yett... Hrmm. Maybe a call from my end is in order?  I`ll wait a bit longer, Prom nights are often `spuratic` moments.",negative,neutral
512,54670ca807,skype call with billie but my webcam dont work,neutral,negative
513,1a82a50aa9," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",positive,positive
514,e5b36bbce3, woot!! you go girl,neutral,positive
515,4bcb9c582c,@ Cleaning the house! going out at 3 to see a soccergame with friends,neutral,neutral
516,0e0424c9bd,home alone and no one left me any gummy bears,negative,negative
517,e108bb4fa1,I woke up this morning thinking it is Saturday,neutral,neutral
518,5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,positive,neutral
519,69728f3226,starting twitter,neutral,neutral
520,9bb06e4848, You should check yourz Rayne.,neutral,neutral
521,e4d6a48aa7,Awaiting reply from two projects. One cancelled.,negative,negative
522,0f89951346,No launch today. Teacher changed plans and we watched a stupid move about tesla,negative,negative
523,f0c1aa8e72,Im mad cuz i cant get any picture to work.,negative,negative
524,49ce2570e5," http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",neutral,neutral
525,70fa6e0152,I didn`t get a callback for the play I cried...  oh well I guess it`s back to being a techie..,neutral,negative
526,d2565af489, That is INCREDIBLY sweet!!!! What a good Hubby...,positive,positive
527,5dbb7ae2a3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,neutral,neutral
528,04887b5405,'Can`t a Stevie wonder?' gabe just called me sleepypants gaby.,neutral,neutral
529,02b43cd23c,Happy mothers day mom  ?,positive,positive
530,60e5c2c335,chillin bored drinking a margarita. txt me,negative,negative
531,9608ece440,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,neutral,neutral
532,a267dfc19a," Actually, the post shows they know what happens when you overflow...",neutral,neutral
533,38b6b897f4,HMV Shinjuku,neutral,neutral
534,fc6128f4e5,"ok i just spent like ï¿½50 on soundtracks, a galaxy class starship and EVE online. sigh",neutral,neutral
535,910a250227,cant find my shoes. :/ hope its as bad as itll get 2nite.  im happy.,neutral,positive
536,4d9a27e25a, don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,neutral,neutral
537,62aebe35b6,Raining again,neutral,neutral
538,8837fac289,okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),positive,positive
539,316a1d0f4c," aww, we will miss you.  At least you get to go home right?",negative,neutral
540,6fe391edf6,Love the family feud episode with the kardashians tonight,positive,positive
541,78819d2e53,They`re gone.,negative,neutral
542,ae93ad52a0,"So hot today =_=  don`t like it and i hate my new timetable, having such a bad week",negative,negative
543,7993d38b85, ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,positive,positive
544,0ba6aaf9aa,": hmmm, wrong link, ignore my tweet",negative,negative
545,484373037f, I`ll be at the new movie showing at the franklin on Thursday night.  several of the SLA faculty will be in attendance.,neutral,neutral
546,cad99e531f,i so wish i could get pregnant!!,positive,positive
547,e6826a5aa5,Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,neutral,positive
548,1937abbaac,"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",negative,negative
549,dbdbe24969,omgoodness FINALLY back from dinner with the fam bam!,positive,positive
550,0b3588bf63,Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,positive,positive
551,8fbd0b19e6,"whatever will be, will be",neutral,neutral
552,eff365b5b5,"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London...",neutral,neutral
553,0ef8ddf4a1, Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,positive,positive
554,13d0b4314e,"is slowly crunching the reality that june is fast approaching. in other words, classes again, and another year will be added to my age.",neutral,neutral
555,1900a6978a,Idk i cant do ****,negative,negative
556,97dbf6e8e1, they do indeed  glad to hear everything is good with you. I`m great  life is good,positive,positive
557,e54c45018b,Enjoyed Star Trek... More please,positive,positive
558,6d3596cdb3,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,neutral,positive
559,6769efef8a, yes its the twins  so i wontt be watching,neutral,neutral
560,0a57a17968,Got a sunburn from Coney Island bike ride,neutral,negative
561,13ca815d01, me to mi sausage,neutral,neutral
562,bff45fe27f,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,positive,positive
563,bd8ba2ad7e,And I just love every little thing about you...,positive,positive
564,2bc1a7126b,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,positive,positive
565,00e1d9ed60,you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,negative,neutral
566,5b204b5429,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,positive,positive
567,4f2bf0e4b8,Hey every1! Do yesterday was my prom and it was the best. I wanna go back in time :] Ima miss every  new picks up soon myspace.com/risound,neutral,positive
568,b9a6b682b2,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",negative,negative
569,469196b094,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,neutral,neutral
570,59fd038492,will play quake3 in 3min,neutral,neutral
571,55bfdcf9bf," Sorry Mike, was assuming it was music that was missing..I don`t know then.. a mystery..",negative,neutral
572,2d475b1b23,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,negative,negative
573,888b3fdf3e,   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,positive,positive
574,46e5a5f63b, i cant,neutral,negative
575,558fe1316b,On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16,neutral,neutral
576,1b59763e81, you dont say,neutral,neutral
577,4c2cb5387a,god i cant even catch public transport. swine flu is **** house,negative,negative
578,44bf854f69, i wanted to see that.  enjoy it!,positive,positive
579,ddb4330613," time to start unfollowing some people, i think",neutral,neutral
580,0aec5ff9a0,is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,negative,negative
581,e09f5b6b95,went to the cd store to search for the cd. But,neutral,neutral
582,4b2b16581a," sorry bout the cat,",negative,neutral
583,f944be482a,_its_sarah Congrats Sarah!!!!! thats awsum,positive,positive
584,13d29e0bab, haha no kidding... I listen to them all day long bud,positive,neutral
585,9c8ad0b932,It`s officially the start and the end of my summer. Oh summer school,neutral,neutral
586,3b6fdcc518," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",negative,neutral
587,5213af0cf4, poor tony  come play scrabble on facebook!,negative,neutral
588,5d9b0f4b31,it makes me sad when people phones are sick,negative,negative
589,df0f568747,I still miss him... And i dont think he`s coming back,negative,negative
590,f0da745521, lucky! that`s awesome,positive,positive
591,005e2e60d3,Now I need to change my monitor,neutral,neutral
592,3dd127f4af, hey hunnie  how are u?? I miss talkin to u! Ty for the follow,neutral,negative
593,756300c03d,And thanks for the gorgeous flowers.,positive,positive
594,341ed728c7,dam i missed hollyoaks 2nite!,negative,negative
595,bd3b5dbd9a,Happy Mothers May to my Mak   Love you always! XOXO.,positive,positive
596,f18b102ad6,catching up on my reading... twitter n BF break,neutral,neutral
597,bc3032341b,i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,negative,negative
598,733ac52be6, Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,positive,positive
599,c5698ba3eb, hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,neutral,positive
600,000b3211af,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,positive,positive
601,4db44fd32a, all of em! Hahahahaha sry,neutral,positive
602,0ea64bcbe6,yay  my `only on sundays` maid came!! the house will be clean again!!!,neutral,positive
603,127ee02f19,tonight was a very bad night,negative,negative
604,1177c602c8, Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,positive,positive
605,975554343f, I just noticed that  They are so ridiculous,negative,negative
606,509033a1ff,i really need to earn money... so that i can watch the PCD concert,neutral,neutral
607,760723a562,Sore throat. This is not good. I have four performances this weekend.,negative,negative
608,089f2af7b9,i wish i could go to meet in the middle tomorrow.,positive,positive
609,15c531b290,playing at my old school playground still the same except them lame **** got rid of the tire swing,negative,neutral
610,aacd4d0c3f," loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",positive,positive
611,3289389558, aww dont cry ashley,positive,neutral
612,4f1a7d1d2c, yup its working. they couldn`t recover anything on it though,negative,neutral
613,1047b78606, You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,positive,positive
614,d57bd01b7e,"omg, did anyone see the wee girl on bgt..!**** sucha shame",negative,negative
615,4454e4d53a," I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",positive,positive
616,8f44c2f7bd," I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",negative,neutral
617,8e7d2d0ea4,bye LA... I already miss you,negative,negative
618,53969f2468, Hey! That`s my school! I hate that place.,negative,negative
619,7058fc87de, Fighter - Christina Aguilera. LOVE that song,positive,positive
620,6e059414a2,"_Cake just  little stomach bug, nothing serious",positive,neutral
621,a8e17db0cc,_Oyler Poor little woman with her smushed in head,negative,negative
622,226adfd977,tonight was fun,positive,positive
623,e468a185dc,oh yes! Level 40,positive,positive
624,3fcdacf90f,"Well, she`s getting through.",positive,positive
625,4ea8274298,at `s with ,neutral,neutral
626,65e715d6e5," I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",neutral,positive
627,9ffc800a5c,I just realised how much i love sundays,positive,positive
628,264871e342,is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,positive,positive
629,c635a113c8, thanks! I`m totally bushed today though time for some coding,positive,positive
630,7069dd2486, I`m straining to hear but it`s very hard from all the way over here.,negative,negative
631,36aabd3627,the trip was really great. but i cant belive summers here,neutral,positive
632,9d8a45d308,Ready for this saddenning depressing dullful upsetting dreadful weekend.,negative,negative
633,6aa5004916,11 Days left until freedom. I really just want to get through this weekend. I hate essays.,negative,negative
634,88051e4bea," Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",positive,positive
635,ab43c568d8, Youuuu`re an aaass  my aaass loooool,negative,positive
636,7e49648b99,OH. I am just so tired.,negative,negative
637,e01f6a7ec2, heyy i have a sis of 1 year with 5 months and still she don t want to walk..,negative,negative
638,0c37fc95e3, WHEW!  I`m just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,positive,positive
639,9630a8a60e,need some Pizza...can`t get out of office,neutral,neutral
640,d2a21b3cb7," many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",negative,neutral
641,47f11efc72, this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral,negative
642,17d1a66db4,No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,negative,negative
